url,has_section,has_data,error
https://fyers.co.in/stocks/akzo-nobel-india-ltd,True,True,
https://fyers.co.in/stocks/rswm-ltd,True,True,
https://fyers.co.in/stocks/swastik-safe-deposit-investments-ltd,True,True,
https://fyers.co.in/stocks/glaxosmithkline-pharmaceuticals-ltd,True,True,
https://fyers.co.in/stocks/global-offshore-services-ltd,True,True,
https://fyers.co.in/stocks/procter-gamble-hygiene-and-health-care-ltd,True,True,
https://fyers.co.in/stocks/deepak-fertilisers-and-petrochemicals-corporation-ltd,True,True,
https://fyers.co.in/stocks/gujarat-narmada-valley-fertilizers-chemicals-ltd,True,True,
https://fyers.co.in/stocks/motor-general-finance-ltd,True,True,
https://fyers.co.in/stocks/bombay-cycle-motor-agency-ltd,True,True,
https://fyers.co.in/stocks/gujarat-state-fertilizers-chemicals-ltd,True,True,
https://fyers.co.in/stocks/bombay-burmah-trading-corporation-ltd,True,True,
https://fyers.co.in/stocks/peninsula-land-ltd,True,True,
https://fyers.co.in/stocks/rollatainers-ltd,True,True,
